ID,Points
240,91.6503614
241,89.11714457
242,83.00910009
243,88.21461488
244,84.19472084
245,88.48476051
246,85.06309687
247,88.15555701
248,87.01293666
249,88.31699835
250,87.34622012
251,87.57732597
252,88.40194559
253,86.63250959
254,83.96209601
255,86.90419689
256,83.68026556
257,85.93855259
258,87.12129846
259,84.6445984
260,85.2115857
261,83.71889689
262,88.14450125
263,87.76488351
264,86.29320823
265,86.33631179
266,85.28942404
267,79.22869415
268,85.57984835
269,87.27092185
270,89.10539279
271,84.58953711
272,84.58250119
273,84.71903196
274,85.21848045
275,88.54143329
276,91.90830765
277,92.07457853
278,90.00707095
279,85.95523879
280,85.23095799
281,88.18834696
282,83.97775211
283,84.4735115
284,81.99436393
285,86.00321576
286,84.33896091
287,89.87234869
288,86.17841817
289,85.94313914
290,91.61369864
291,90.21132317
292,93.26712716
293,87.66185823
294,86.12508045
295,81.71360873
296,87.07832695
297,86.98715862
298,89.09519036
299,90.01352449
300,86.7965404
301,87.53024967
302,90.32504589
303,88.9711548
304,92.33503979
305,81.96667138
306,84.84534946
307,90.88907416
308,85.29593396
309,95.59836053
310,86.52751467
311,89.68365374
312,88.55476843
313,86.89721002
314,87.49243971
315,94.29841773
316,89.28445141
317,85.3487361
318,86.31588963
319,87.26351167
320,96.08987979
321,86.8894473
322,88.18505719
323,87.77048821
324,87.51659469
325,89.52825103
326,90.21571817
327,88.16402141
328,88.80759678
329,92.11552939
330,85.38647245
331,91.13750355
332,88.63120462
333,84.22636162
334,91.18809328
335,91.655677
336,90.69082529
337,88.36252433
338,90.88742833
339,86.42532002
340,91.66926737
341,87.30969372
342,87.40983939
343,89.61536611
344,88.55514688
345,91.10919719
346,86.69486125
347,87.76172144
348,90.14195053
349,87.01693185
350,85.63259954
351,86.28158201
352,86.22402713
353,84.25463203
354,88.94513986
355,82.76151454
356,88.63977123
357,89.49672212
358,87.39002683
359,86.45621519
360,86.49894655
361,88.31966037
362,87.94242706
363,88.31010763
364,87.02642967
365,84.77675651
366,89.73478648
367,87.61814143
368,88.13155474
369,86.93264196
370,87.58607876
371,89.17893841
372,91.12586543
373,88.31880819
374,90.77278272
375,90.86350441
376,87.72856145
377,90.41253869
378,90.22041939
379,86.2189717
380,84.46496798
381,90.91012904
382,90.0928328
383,94.42821733
384,89.71877175
385,87.91477443
386,86.61334065
387,86.56115095
388,89.81218957
389,90.93678202
390,92.17493205
391,90.84302874
392,88.76949183
393,88.11430994
394,86.76476055
395,85.4523404
396,81.46283855
397,88.32567796
398,85.80190492
399,88.05782783
400,90.38210856
401,89.80337726
402,83.05026447
403,88.83834872
404,89.86611496
405,87.12433038
406,88.93113321
407,90.58568637
408,85.72085624
409,87.74598157
410,89.23161052
411,84.95257654
412,91.76652239
413,90.23524766
414,92.63657401
415,86.9940079
416,83.560073
417,87.46737071
418,88.11652957
419,88.61394796
420,89.56206189
421,88.74448406
422,85.16673429
423,87.83829247
424,85.23929799
425,84.43319215
426,83.39554957
427,85.60822276
428,86.37825519
429,87.5862445
430,89.90300941
431,90.82987125
432,84.25945383
433,81.40119322
434,86.62784961
435,92.37018414
436,92.51987122
437,90.35326853
438,87.58573323
439,86.43424085
440,83.46924657
441,87.80497002
442,89.02778076
443,88.34629185
444,85.63065479
445,88.08164864
446,85.86813512
447,87.266334
448,84.59255709
449,87.13041168
450,94.2198373
451,95.46753157
452,94.70972088
453,88.3302247
454,85.36432595
455,87.95402895
456,92.67036043
457,90.27679494
458,85.58132097
459,88.85914649
460,96.35614767
461,89.33088203
462,91.39917049
463,89.83777559
464,90.39883797
465,88.61207903
466,90.39013071
467,88.53249378
468,89.92689945
469,89.38627558
470,87.33962232
471,84.7655624
472,89.00819702
473,90.39759823
474,83.38400686
475,89.68351551
476,89.254654
477,85.90274147
478,86.80079575
479,89.80635226
480,87.02472338
481,85.19086796
482,92.38557015
483,89.38419617
484,89.2099716
485,89.79539819
486,90.02569628
487,90.42239862
488,87.01736111
489,90.16007064
490,87.14589222
491,82.31572375
492,90.08841734
493,93.0881526
494,84.35503757
495,85.8829094
496,87.9383355
497,89.20073435
498,91.20100449
499,86.45248492
500,86.74060673
501,92.4498162
502,88.7556033
503,89.24525261
504,88.76355828
505,88.10339671
506,84.59046135
507,88.83329425
508,86.85109214
509,87.9687351
510,88.22542693
511,90.11336361
512,91.36948849
513,90.87684712
514,92.32532711
515,83.80298148
516,94.11498795
517,88.80437385
518,94.88931451
519,81.16617336
520,85.45015355
521,89.01595523
522,90.33964364
523,85.47146581
524,91.68811647
525,87.7001989
526,89.21517531
527,89.96047229
528,90.74833168
529,82.68086877
530,87.47571999
531,85.11163147
532,85.00242979
533,88.82264816
534,91.00437674
535,91.50247184
536,87.98176989
537,90.71638024
538,85.71348686
539,94.80699406
540,86.66757348
541,89.09452927
542,87.87649116
543,89.66224344
544,86.08636999
545,86.600334
546,89.89051663
547,87.53765531
548,86.40254098
549,84.32563089
550,91.3425372
551,87.58925262
552,87.12593748
553,86.82635822
554,90.23008982
555,89.0961642
556,86.75288991
557,90.26746631
558,87.42442431
559,93.65276486
560,89.47539017
561,86.0137807
562,85.25258313
563,82.9473516
564,84.96396955
565,84.63548038
566,89.59079824
567,86.26706751
568,81.64591768
569,86.86252575
570,86.38853981
571,85.76406654
572,90.9993259
573,89.63554245
574,82.95522058
575,87.79945751
576,90.67110251
577,91.90325745
578,88.79967144
579,86.73630244
580,87.72555074
581,90.147612
582,88.27530946
583,91.47694175
584,87.77905429
585,84.78667326
586,86.10983186
587,90.62378864
588,84.18791093
589,84.82318471
590,87.73277839
591,89.04531678
592,88.03830516
593,86.6429161
594,85.64460917
595,89.42144662
596,88.41608232
597,85.32876144
598,79.84511073
599,87.13566175
600,88.87979561
601,88.73628566
602,86.4094457
603,90.29369517
604,92.0481771
605,90.80523331
606,91.54465236
607,84.00656248
608,83.98381684
609,85.45917196
610,85.44128911
611,87.04348153
612,91.42946077
613,88.89826765
614,89.71623405
615,86.6080152
616,88.97041551
617,82.10645784
618,90.31667435
619,90.92528603
620,88.42459968
621,88.12917556
622,87.9936699
623,82.58959264
624,87.99393241
625,84.15418761
626,90.30588798
627,88.15191261
628,91.04325976
629,87.33620066
630,85.45527633
631,84.96028387
632,91.32714233
633,88.28467081
634,88.55991926
635,88.26639576
636,90.4269149
637,87.97587176
638,83.74246684
639,88.60463691
640,92.0695271
641,87.57887815
642,92.29454181
643,86.10222947
644,89.23814603
645,88.72963254
646,84.50216896
647,86.51199938
648,92.74142882
649,89.89207824
650,86.58606802
651,88.17973683
652,87.960624
653,88.98230471
654,81.49152099
655,83.28434582
656,86.24766771
657,88.48700959
658,85.98614219
659,91.32273684
660,84.07758676
661,89.29934525
662,88.24476974
663,91.49941905
664,91.25971612
665,84.93639238
666,84.5297953
667,85.17169437
668,90.74710163
669,88.90109839
670,88.1629245
671,89.76897985
672,89.55111734
673,89.26283977
674,83.13972398
675,88.8158105
676,85.41385473
677,93.96146156
678,88.59494698
679,89.83769959
680,90.46717872
681,88.84198858
682,83.98405162
683,86.30498058
684,88.33368136
685,88.5056742
686,90.53053943
687,85.25391652
688,92.94419954
689,86.85148929
690,90.57027396
691,90.14681859
692,87.91601496
693,86.76496809
694,88.46612863
695,81.70921703
696,89.21144601
697,88.03519146
698,82.18241988
699,86.21205618
700,87.06318775
701,89.23760189
702,88.73462618
703,91.42744955
704,88.60145665
705,86.63705038
706,88.62638332
707,89.31180284
708,84.78724686
709,90.79799698
710,90.59834429
711,89.55053514
712,88.55425616
713,87.68159031
714,88.65834745
715,85.49988607
716,88.95798584
717,89.86941867
718,90.49489194
719,84.08577322
720,85.23918948
721,88.58173909
722,87.5547796
723,88.04911336
724,89.4528558
725,89.01716774
726,86.89998765
727,84.21153822
728,86.58776479
729,89.9645028
730,92.0858134
731,84.55099655
732,85.1731872
733,88.9195593
734,89.03582466
735,91.18332232
736,85.87058312
737,82.4655335
738,82.87225522
739,90.16303425
740,84.83723129
741,82.75455518
742,83.81956902
743,89.25913163
744,91.4923563
745,87.90545888
746,89.2345759
747,87.21993707
748,85.35672336
749,88.50494077
750,91.5517586
751,86.80475343
752,88.14268575
753,88.99396651
754,87.73323749
755,88.75929455
756,85.51283955
757,88.78092705
758,96.56395181
759,86.2594616
760,90.02016613
761,87.49714409
762,86.34308829
763,88.70533488
764,87.34182838
765,91.79133773
766,87.14109579
767,90.15591912
768,85.63634314
769,92.56141658
770,84.93950996
771,87.41731798
772,85.75768206
773,87.20302076
774,91.17542381
775,88.22813014
776,91.19571979
777,88.96125997
778,87.88118373
779,88.58307218
780,85.38061637
781,91.92222782
782,86.55758354
783,90.40997158
784,91.31801619
785,88.90040443
786,90.08679327
787,87.49593877
788,87.72819262
789,90.54292697
790,90.81806572
791,89.01060255
792,89.38486515
793,87.37581249
794,88.39674523
795,85.69803377
796,88.05384333
797,83.64862166
798,87.71125614
799,88.40011746
800,88.15384528
801,91.97645756
802,88.87828167
803,90.26048577
804,86.43655044
805,88.54901715
806,94.14829749
807,88.41218081
808,88.20898329
809,87.47282539
810,91.723028
811,96.07370649
812,87.62131819
813,87.79472243
814,88.03196561
815,90.79964359
816,88.07708425
817,93.03606785
818,88.33463663
819,88.65316302
820,87.09175374
821,91.72769907
822,86.83115358
823,84.27157833
824,86.91092197
825,85.90482383
826,87.56237199
827,89.01915689
828,84.88392884
829,86.73676095
830,89.82570376
831,87.68767321
832,87.84165263
833,88.82378728
834,86.37962227
835,79.6438523
836,87.80452523
837,83.183921
838,84.09202408
839,84.11109457
840,88.92074357
841,86.14959153
842,84.18546813
843,86.47710508
844,85.50206061
845,89.62159755
846,89.3021855
847,88.54635165
848,85.97307306
849,89.09674847
850,89.44913481
851,85.13972627
852,86.94774051
853,89.16392622
854,89.69835908
855,93.73071216
856,90.83373316
857,81.87271884
858,92.0038532
859,88.45292834
860,87.13682758
861,91.98936098
862,89.92044395
863,86.65542814
864,84.4376209
865,88.08609161
866,86.60927727
867,89.53132545
868,86.67367254
869,83.20386589
870,86.21204522
871,85.25935605
872,88.89952919
873,86.60298631
874,94.43464113
875,89.58132756
876,85.88589096
877,86.89721097
878,88.87086897
879,87.30313264
880,83.34748759
881,85.96392014
882,90.16266296
883,86.26568936
884,85.36812871
885,85.21304721
886,89.37088532
887,85.8121008
888,85.86556306
889,93.73923878
890,89.96736477
891,83.9834925
892,84.84799792
893,91.25792758
894,93.38012166
895,88.20410884
896,87.7751493
897,83.77520675
898,79.92708781
899,89.16496239
900,91.4528999
901,91.44001155
902,86.01403605
903,92.13418298
904,85.22249584
905,84.87916189
906,89.69177039
907,90.38662639
908,86.90488454
909,85.29131307
910,85.2095323
911,90.05617093
912,88.09662017
913,81.51304753
914,84.84890515
915,88.92990698
916,87.44520661
917,90.51303991
918,87.78259754
919,84.19364591
920,87.7528967
921,86.60649515
922,88.85582212
923,91.89433324
924,89.73779825
925,81.41522213
926,87.98587035
927,89.45610484
928,86.98911391
929,87.29093106
930,93.49664047
931,88.619394
932,91.35944014
933,93.73068897
934,85.66768363
935,88.55608258
936,92.94266279
937,86.38674629
938,94.00738448
939,85.70777882
940,85.11554347
941,87.13726479
942,88.71257234
943,84.99748778
944,86.35729903
945,90.31596009
946,90.58009045
947,89.37812869
948,92.07423834
949,87.43897996
950,86.87304294
951,93.564552
952,89.22872803
953,84.66775485
954,84.17704424
955,88.75382276
956,88.65162981
957,87.84267448
958,89.52774086
959,87.23670559
960,89.18492532
961,89.35177436
962,87.14916778
963,89.30003889
964,91.3177792
965,84.52982012
966,80.88696053
967,92.48063792
968,88.74691361
969,90.11482922
970,92.63172282
971,87.61434184
972,85.37488416
973,83.90743511
974,87.10599024
975,95.02401822
976,90.78659687
977,90.33696946
978,91.43598622
979,87.43633081
980,85.96312053
981,90.01202431
982,86.60798718
983,86.6162714
984,94.29077136
985,91.93533803
986,87.33388752
987,89.93046509
988,87.84822172
989,87.3562874
990,91.24318589
991,88.7502751
992,86.12301278
993,80.21996718
994,83.71375754
995,85.48745248
996,89.84354039
997,85.3541129
998,91.47985
999,82.13647117
1000,90.6039289
1001,88.98164353
1002,89.39712782
1003,89.84210416
1004,87.93519446
1005,85.02202193
1006,93.49921924
1007,84.83338866
1008,84.53875616
1009,90.09449757
1010,85.62319479
1011,85.58636125
1012,89.81311937
1013,81.48228759
1014,86.46174805
1015,89.88356822
1016,82.34736509
1017,85.69832664
1018,89.55171278
1019,85.93052477
1020,91.85408457
1021,83.44143506
1022,93.46320825
1023,87.46652356
1024,84.01446961
1025,86.62633279
1026,92.60143006
1027,84.59619429
1028,91.06483655
1029,87.58103543
1030,89.11239527
1031,88.07361776
1032,88.77365973
1033,85.13693059
1034,93.22742059
1035,88.48337118
1036,88.32351663
1037,87.28233033
1038,88.67854008
1039,87.91429562
1040,88.98929121
1041,89.13805761
1042,84.93437663
1043,82.40278145
1044,89.98604
1045,83.72992472
1046,85.89939826
1047,86.60700643
1048,87.80799001
1049,83.55134843
1050,91.97459379
1051,84.25037396
1052,90.31372571
1053,91.22560273
1054,85.3783099
1055,87.13947537
1056,87.56051163
1057,83.89459775
1058,83.89619073
1059,82.38162935
1060,94.04227152
1061,89.14567934
1062,87.66310013
1063,88.09673787
1064,87.64697982
1065,87.5817528
1066,88.31934254
1067,91.68135797
1068,85.5313947
1069,88.86648925
1070,88.64213409
1071,88.98606994
1072,84.1901175
1073,91.94611968
1074,87.73285003
1075,92.75010797
1076,90.8599668
1077,92.32871516
1078,87.49162176
1079,86.11059997
1080,88.91856262
1081,87.92070576
1082,86.85537775
1083,85.30422074
1084,84.08459463
1085,86.9916287
1086,88.79929437
1087,85.65516385
1088,91.23699211
1089,84.05453789
1090,88.90627835
1091,89.99713882
1092,87.57919498
1093,83.20583971
1094,90.40526686
1095,85.19357598
1096,88.88216347
1097,81.98684885
1098,87.19457675
1099,87.74260244
1100,89.67524751
1101,90.07885018
1102,84.55575486
1103,88.08154524
1104,85.89318636
1105,89.68301144
1106,80.23475941
1107,80.62900499
1108,84.17582191
1109,93.5762042
1110,86.93097563
1111,90.07674354
1112,88.02901522
1113,90.86361993
1114,86.73947842
1115,90.20857473
1116,81.27319272
1117,85.84058242
1118,88.16682322
1119,87.14699463
1120,88.74570498
1121,89.30322803
1122,91.69633873
1123,85.85649881
1124,85.57804958
1125,89.79381071
1126,90.16140282
1127,92.57961921
1128,85.87425079
1129,88.90596201
1130,91.56438194
1131,83.38042216
1132,84.39073415
1133,84.9335133
1134,83.16390428
1135,87.4981647
1136,89.35671583
1137,85.45129024
1138,86.68680784
1139,87.38777529
1140,91.30498209
1141,90.29867992
1142,85.3021615
1143,82.69392943
1144,82.93156955
1145,91.0726884
1146,88.43633859
1147,82.36688554
1148,85.02262407
1149,86.71977019
1150,91.23112648
1151,85.55932681
1152,87.42282738
1153,90.01689545
1154,89.21769379
1155,82.54140682
1156,83.71216394
1157,91.88021001
1158,88.85431826
1159,90.11806119
1160,91.86836404
1161,85.10121731
1162,89.07555246
1163,86.79203139
1164,87.09211594
1165,84.42474014
1166,84.1651176
1167,88.78480035
1168,84.57080044
1169,85.59689393
1170,87.3555311
1171,83.53892316
1172,87.087273
1173,88.31519774
1174,87.66498527
1175,91.28102248
1176,92.03114226
1177,88.33735821
1178,90.14252602
1179,88.50749979
1180,87.926541
1181,86.06497066
1182,87.95099215
1183,90.29556414
1184,87.57991657
1185,89.93793109
1186,91.56845273
1187,88.41315667
1188,90.08934215
1189,89.27718554
1190,88.83899842
1191,82.39857472
1192,89.30793866
1193,90.9055628
1194,81.87958013
1195,90.09004666
1196,88.0534374
1197,93.30412778
1198,88.79408166
1199,87.36292503
1200,89.15180871
1201,88.50291828
1202,86.59602843
1203,89.74358557
1204,89.60052684
1205,87.72973045
1206,87.14640144
1207,92.25211852
1208,86.34418443
1209,80.65113016
1210,90.95130519
1211,84.69492013
1212,88.13514534
1213,82.37003252
1214,87.16939907
1215,86.76183578
1216,88.62468855
1217,86.82780101
1218,88.75083255
1219,84.23612118
1220,91.97250163
1221,89.56907265
1222,86.92949118
1223,85.76426315
1224,82.88714529
1225,90.07698191
1226,86.51567236
1227,90.67170962
1228,95.37698489
1229,82.87131665
1230,83.65992073
1231,87.59400107
1232,89.07287355
1233,90.04898373
1234,93.79755885
1235,88.29481442
1236,84.40469984
1237,90.02168742
1238,85.38471132
1239,81.21918561
1240,81.20255699
1241,90.14464122
1242,85.74322833
1243,91.09901174
1244,85.19009419
1245,87.57872865
1246,87.30650116
1247,87.43989621
1248,85.16916551
1249,86.32908201
1250,84.84089243
1251,85.89367202
1252,88.153439
1253,89.33682428
1254,90.28432974
1255,87.26000483
1256,86.64850628
1257,85.47106182
1258,90.56458685
1259,84.66016924
1260,90.3204519
1261,87.22563755
1262,90.59020159
1263,85.35981404
1264,85.60737861
1265,88.8383711
1266,84.99068024
1267,90.92029906
1268,86.79807231
1269,85.50367156
1270,88.96849512
1271,90.79163499
1272,91.55188191
1273,93.88426783
1274,88.89527887
1275,88.77156719
1276,86.37114838
1277,89.02575072
1278,91.66320826
1279,86.87161392
1280,89.9837623
1281,89.94840085
1282,87.60433603
1283,90.33989367
1284,86.41800089
1285,88.9396614
1286,86.20300799
1287,87.22266554
1288,90.37317943
1289,93.70967409
1290,83.79500935
1291,89.21412036
1292,90.00916775
1293,81.52666958
1294,87.73387302
1295,89.89089997
1296,90.64021545
1297,82.80612882
1298,89.63569269
1299,88.40702769
1300,86.77354684
1301,83.87359559
1302,86.34092764
1303,81.65241319
1304,88.93977345
1305,87.66527852
1306,88.2154238
1307,86.3256308
1308,85.4655243
1309,86.24752548
1310,86.18910883
1311,90.04169112
1312,89.03593719
1313,94.88131228
1314,90.03991492
1315,84.09419438
1316,89.84832659
1317,82.64317751
1318,92.23152412
1319,86.15892546
1320,84.42990247
1321,89.15381726
1322,91.39038261
1323,88.69199532
1324,90.92680735
1325,89.0281958
1326,87.41931145
1327,87.30479527
1328,85.88395397
1329,92.5717878
1330,89.89925129
1331,84.30080216
1332,90.46415823
1333,91.77757155
1334,89.30388687
1335,87.4138703
1336,91.83692737
1337,87.5833382
1338,89.18562491
1339,85.51390519
1340,85.14053511
1341,87.43209635
1342,87.37239202
1343,88.28647106
1344,92.22380778
1345,92.3461836
1346,87.28279545
1347,90.85129141
1348,86.30423514
1349,93.20779587
1350,91.93694629
1351,83.39823997
1352,87.44816792
1353,84.09662573
1354,84.57661646
1355,88.94877524
1356,85.98390808
1357,93.23553554
1358,92.68452581
1359,90.12177803
1360,88.70101635
1361,85.08369245
1362,88.89640198
1363,85.25649466
1364,89.07926785
1365,87.32371602
1366,87.9054883
1367,83.00610413
1368,89.31535639
1369,92.4598242
1370,90.25762332
1371,90.42138182
1372,88.98108244
1373,87.64391348
1374,86.03510187
1375,85.24540808
1376,85.2878308
1377,87.16691157
1378,84.14335385
1379,85.23482647
1380,83.94569785
1381,83.59852535
1382,89.56509982
1383,85.76687152
1384,87.40111351
1385,87.40959213
1386,88.67978591
1387,83.19575136
1388,90.92202673
1389,86.09978178
1390,91.8290099
1391,87.25935674
1392,86.49955801
1393,82.66402741
1394,85.35608856
1395,89.09011084
1396,91.27688257
1397,87.44153214
1398,88.33999257
1399,89.10760382
1400,82.45755585
1401,87.63620217
1402,84.72260786
1403,95.91491905
1404,87.98265178
1405,85.40749378
1406,89.58507882
1407,84.89908189
1408,87.75458201
1409,89.75369804
1410,86.51446444
1411,88.60536181
1412,90.47570485
1413,88.0923563
1414,87.18287474
1415,85.98132478
1416,86.94631606
1417,85.22633239
1418,91.02096338
1419,84.84016481
1420,91.79357128
1421,92.48181181
1422,90.59617458
1423,87.05093237
1424,87.51322037
1425,87.89143635
1426,89.10102295
1427,86.99639143
1428,91.76070276
1429,85.35686533
1430,82.59327771
1431,90.37744746
1432,81.38514741
1433,86.19509683
1434,91.39196939
1435,85.99647739
1436,84.04552397
1437,91.60093319
1438,87.69999416
1439,86.27895
1440,86.41268024
1441,86.30838653
1442,84.33575307
1443,88.81511128
1444,87.70678234
1445,86.12914071
1446,84.02771326
1447,95.48999869
1448,86.55323656
1449,91.81595582
1450,82.14632655
1451,93.0640996
1452,88.51364282
1453,88.35056058
1454,83.01722051
1455,92.17239163
1456,85.63421099
1457,89.96823839
1458,81.78747424
1459,90.99146652
1460,88.24784222
1461,85.98694336
1462,93.90668259
1463,84.76559035
1464,87.75105942
1465,89.06300087
1466,88.49774061
1467,88.39924121
1468,89.56344616
1469,93.71496748
1470,88.8396948
1471,88.81739695
1472,86.93488321
1473,91.67250494
1474,85.21225147
1475,87.57748747
1476,87.07423628
1477,90.09881738
1478,87.8156698
1479,91.18025372
1480,91.89300218
1481,87.45503688
1482,84.67416536
1483,88.78941139
1484,82.27010411
1485,92.35545773
1486,88.6578555
1487,88.73145867
1488,84.67180066
1489,89.19630759
1490,86.82946328
1491,84.97875483
1492,92.12037579
1493,84.52235416
1494,88.06312126
1495,90.02543741
1496,88.94896531
1497,89.19219419
1498,94.15672804
1499,87.08046362
1500,90.12275736
1501,86.64393574
1502,87.09626928
1503,91.94351557
1504,91.01168846
1505,85.20625278
1506,88.04671611
1507,87.15958693
1508,86.76802921
1509,88.05684353
1510,90.18513559
1511,86.13770231
1512,84.99806468
1513,87.82149195
1514,87.35259132
1515,90.08792424
1516,89.58928369
1517,92.7497875
1518,84.67455713
1519,91.49061289
1520,81.2712103
1521,90.96156942
1522,88.55480787
1523,89.79198723
1524,83.47717334
1525,90.48205506
1526,87.17972122
1527,89.1499104
1528,90.10276554
1529,81.48366142
1530,89.94820752
1531,86.9382809
1532,84.4947301
1533,91.32275177
1534,89.51062719
1535,87.43578113
1536,92.23469364
1537,86.56926457
1538,85.22979616
1539,88.76878712
1540,86.9666957
1541,89.90890591
1542,89.35553892
1543,90.50316306
1544,88.23267604
1545,82.49950887
1546,90.51045163
1547,86.25976968
1548,89.70021853
1549,89.07971317
1550,85.35402201
1551,86.66556853
1552,85.53424425
1553,89.08437515
1554,87.41307821
1555,87.86102924
1556,86.98178464
1557,83.70154912
1558,91.03182268
1559,89.20583772
1560,87.96619523
1561,88.989502
1562,89.82973673
1563,92.53790287
1564,87.63871151
1565,90.26549395
1566,87.49541063
1567,87.59934189
1568,87.14920669
1569,87.1925828
1570,91.75807725
1571,88.14856386
1572,84.67309017
1573,85.05518496
1574,89.07836913
1575,83.52179885
1576,87.13776677
1577,89.5468444
1578,83.36341057
1579,88.31466622
1580,81.47859349
1581,87.2339644
1582,89.59522509
1583,90.02707422
1584,88.77060538
1585,86.89307278
1586,90.98885164
1587,85.01344986
1588,90.69341607
1589,88.75516023
1590,90.09037349
1591,87.22367295
1592,93.67594627
1593,82.42532455
1594,89.55365677
1595,81.51503995
1596,89.22749077
1597,89.60288558
1598,86.83400272
1599,86.89043923
1600,84.28809986
1601,86.99382728
1602,84.78102458
1603,87.13453651
1604,89.70057639
1605,87.9838787
1606,88.55993657
1607,86.7878605
1608,88.5994983
1609,87.95939804
1610,86.23757082
1611,91.00500711
1612,92.07666368
1613,87.22525099
1614,89.81820668
1615,83.03565235
1616,88.59706892
1617,90.46200014
1618,87.07691133
1619,86.07353849
1620,87.1960802
1621,91.04708648
1622,86.4336268
1623,83.03823122
1624,85.64669037
1625,84.912915
1626,88.37747083
1627,88.30726739
1628,86.46063786
1629,88.90215035
1630,89.96876081
1631,88.43381025
1632,87.97526505
1633,90.03757039
1634,83.510608
1635,85.02366474
1636,85.66755154
1637,85.41736555
1638,83.49112842
1639,88.4548255
1640,85.40215628
1641,91.12161236
1642,83.63179969
1643,88.05380564
1644,89.8848916
1645,89.45170471
1646,84.16929224
1647,87.29415962
1648,88.66962097
1649,90.00011944
1650,91.63506372
1651,82.5477405
1652,88.28416117
1653,86.46136032
1654,83.90718595
1655,85.67035442
1656,94.58171267
1657,89.37342664
1658,86.51030078
1659,84.26713692
1660,85.01726331
1661,86.36444322
1662,88.22774511
1663,91.51654582
1664,93.31004122
1665,83.38430831
1666,84.73214711
1667,89.10519293
